date,current_capital,unclaimed_fees,projected_fees,reinvest_cost,p_value,day_projection
2022-07-04,1018457.9587477039,25.047473906568392,0.020772890966645113,21.6451021506398,0.06000000000000001,49
2022-07-05,1018457.9587477039,142.33356759434915,0.11794128477098348,26.26221075959775,0.06000000000000001,49
2022-07-06,1018457.9587477039,260.5083568319851,0.21590613246462073,28.263068163605123,0.06000000000000001,49
2022-07-07,1018457.9587477039,473.0286360458648,0.3921218143477283,35.30961790653983,0.06000000000000001,49
2022-07-08,1018457.9587477039,703.9324796920405,0.5847143274222392,25.71933922167783,0.06000000000000001,49
2022-07-09,1018457.9587477039,740.3676379034475,0.6164840467542783,25.135947600527356,0.06000000000000001,49
2022-07-10,1018457.9587477039,790.4185735346366,0.6576937229230734,17.20853294512878,0.06000000000000001,49
2022-07-11,1018457.9587477039,826.3736571586467,0.6872015850964922,24.797602166953286,0.06000000000000001,49
2022-07-12,1018457.9587477039,924.1935876474066,0.7680082970983175,20.166509423529682,0.06000000000000001,49
2022-07-13,1018457.9587477039,1145.7100296693025,0.9520144980902,26.810903753630498,0.06000000000000001,49
2022-07-14,1018457.9587477039,1363.2829224208606,1.1352727694172422,30.680823759336004,0.06000000000000001,49
2022-07-15,1018457.9587477039,1620.55027338004,1.3522927878434963,29.965669494079375,0.06000000000000001,49
2022-07-16,1018457.9587477039,1674.643265834509,1.4016493012374232,24.720255294372535,0.06000000000000001,49
2022-07-17,1018457.9587477039,1718.961288397037,1.4379472425084168,23.33848948488526,0.06000000000000001,49
2022-07-18,1018457.9587477039,1871.6650882591193,1.5647059047494214,38.88575358856753,0.06000000000000001,49
2022-07-19,1018457.9587477039,1978.580673228321,1.65527132454549,38.419795299599166,0.06000000000000001,49
2022-07-20,1018457.9587477039,2095.73208045821,1.7533244646717967,36.349807430153604,0.06000000000000001,49
2022-07-21,1018457.9587477039,2288.86828953054,1.9152199179771239,26.989167486717452,0.06000000000000001,49
2022-07-22,1018457.9587477039,2379.947684741154,1.9943337581705973,20.527152147136942,0.06000000000000001,49
2022-07-23,1018457.9587477039,2457.1929523976883,2.058718578276931,17.12068800461122,0.06000000000000001,49
2022-07-24,1018457.9587477039,2526.5113426158673,2.1161312095708698,15.31012365876175,0.06000000000000001,49
2022-07-25,1018457.9587477039,2634.4822142774337,2.2057078920448716,23.958047890201698,0.06000000000000001,49
2022-07-26,1018457.9587477039,2747.109117919621,2.3001125560859523,28.04265284966611,0.06000000000000001,49
2022-07-27,1018457.9587477039,3116.8523214196935,2.6099774264867674,26.993568284222583,0.06000000000000001,49
2022-07-28,1018457.9587477039,3240.6804636829484,2.7305327354592985,32.60019698622674,0.06000000000000001,49
2022-07-29,1018457.9587477039,3403.9971327660664,2.8688160480330174,23.398631737976043,0.06000000000000001,49
2022-07-30,1018457.9587477039,3455.6856550823923,2.9148245113758584,14.5843429914518,0.06000000000000001,49
2022-07-31,1018457.9587477039,3502.806059214485,2.9529849684858616,13.559631022751548,0.06000000000000001,49
2022-08-01,1018457.9587477039,3570.6455604994135,3.0084722784877664,26.910397679350528,0.06000000000000001,49
2022-08-02,1018457.9587477039,3688.310731082618,3.1063961411042067,19.918627939439574,0.06000000000000001,49
2022-08-03,1018457.9587477039,3765.530469063476,3.171947373010116,17.812558464990463,0.06000000000000001,49
2022-08-04,1018457.9587477039,3826.2871655321746,3.2221739795807642,19.250142008948227,0.06000000000000001,49
2022-08-05,1018457.9587477039,3907.940132537353,3.2894857646955185,20.832136783663366,0.06000000000000001,49
2022-08-06,1018457.9587477039,3951.499056546542,3.3253423339411077,13.951059585182719,0.06000000000000001,49
2022-08-07,1018457.9587477039,3965.800514842579,3.335498638620538,14.827987392058827,0.06000000000000001,49
2022-08-08,1018457.9587477039,4039.8352980165478,3.3952920401364146,25.984379915576774,0.06000000000000001,49
2022-08-09,1018457.9587477039,4095.911940606967,3.4413779497928405,26.741181080126996,0.06000000000000001,49
2022-08-10,1018457.9587477039,4217.974912480091,3.5423237141791946,42.54548560734973,0.06000000000000001,49
2022-08-11,1018457.9587477039,4256.499375414533,3.5755523229705193,35.48551061131959,0.06000000000000001,49
2022-08-12,1018457.9587477039,4311.863731207519,3.6199847747855336,28.43673809654353,0.06000000000000001,49
2022-08-13,1018457.9587477039,4376.940854363867,3.672978247003599,18.658077652745998,0.06000000000000001,49
2022-08-14,1018457.9587477039,4417.098533856704,3.705335999056804,19.430985615034086,0.06000000000000001,49
2022-08-15,1018457.9587477039,4497.287521713035,3.770539541971527,33.88592778755554,0.06000000000000001,49
2022-08-16,1018457.9587477039,4539.264797644632,3.80491843808015,20.3859370602857,0.06000000000000001,49
2022-08-17,1018457.9587477039,4597.438544227435,3.851657950302494,20.33911711775405,0.06000000000000001,49
2022-08-18,1018457.9587477039,4646.46451232306,3.891173737977754,20.07423973094449,0.06000000000000001,49
2022-08-19,1018457.9587477039,4757.547843190751,3.982346174267849,24.070811743839226,0.06000000000000001,49
2022-08-20,1018457.9587477039,4848.745455883863,4.059245614532115,15.789645793509786,0.06000000000000001,49
2022-08-21,1018457.9587477039,4898.519652288313,4.100576918767149,12.209380820521627,0.06000000000000001,49
2022-08-22,1018457.9587477039,4934.310967843852,4.128694574571664,20.5465314336213,0.06000000000000001,49
2022-08-23,1018457.9587477039,5042.072417289839,4.216599959357896,19.249120752262087,0.06000000000000001,49
2022-08-24,1018457.9587477039,5085.197689119261,4.253143709671657,18.20850766617344,0.06000000000000001,49
2022-08-25,1018457.9587477039,5125.5438592641885,4.284835261332529,24.805111726846857,0.06000000000000001,49
2022-08-26,1018457.9587477039,5209.482527009154,4.35286123451169,19.11487084769196,0.06000000000000001,49
2022-08-27,1018457.9587477039,5277.614836659551,4.409215902379229,12.246990714992627,0.06000000000000001,49
2022-08-28,1018457.9587477039,5339.742448271942,4.459908882936029,11.315434460778336,0.06000000000000001,49
2022-08-29,1018457.9587477039,5443.839603024011,4.545411492525194,21.153238022160718,0.06000000000000001,49
2022-08-30,1018457.9587477039,5513.375792007272,4.603902476601115,25.30803780987089,0.06000000000000001,49
2022-08-31,1018457.9587477039,5625.967816517485,4.696765383036259,28.433639735373315,0.06000000000000001,49
2022-09-01,1018457.9587477039,5704.5731323994205,4.763328327926822,26.218089390190322,0.06000000000000001,49
2022-09-02,1018457.9587477039,5933.754685465227,4.953919907886722,18.8596738444471,0.06000000000000001,49
2022-09-03,1018457.9587477039,5961.7799281443295,4.9874789712249585,11.078445157570771,0.06000000000000001,49
2022-09-04,1018457.9587477039,5986.740184417733,5.005711899769789,12.64060255556974,0.06000000000000001,49
2022-09-05,1018457.9587477039,6168.339786408202,5.154763468063733,16.55645526191566,0.06000000000000001,49
2022-09-06,1018457.9587477039,6408.091219133781,5.361368672096873,21.029168129775584,0.06000000000000001,49
2022-09-07,1018457.9587477039,6681.884653039032,5.602842372314999,27.579250604772998,0.06000000000000001,49
2022-09-08,1018457.9587477039,6761.269912351937,5.685948344526969,30.928242974108404,0.06000000000000001,49
2022-09-09,1018457.9587477039,6839.918782298325,5.751244201928854,30.63066958294999,0.06000000000000001,49
2022-09-10,1018457.9587477039,6891.604846544028,5.570475090533338,18.81015160616323,0.06000000000000001,49
2022-09-11,1018457.9587477039,6964.553704951708,5.628911967858807,16.41946437871343,0.06000000000000001,49
2022-09-12,1018457.9587477039,7082.215339966212,5.72461922883771,25.694073393543185,0.06000000000000001,49
2022-09-13,1018457.9587477039,7290.6719170435545,5.896633692731268,26.01505029247488,0.06000000000000001,49
2022-09-14,1018457.9587477039,7337.12531075547,5.94548369151008,19.59376177955442,0.06000000000000001,49
2022-09-15,1018457.9587477039,7448.691257095455,6.035234451799491,23.816924452762176,0.06000000000000001,49
2022-09-16,1018457.9587477039,7550.265523599913,6.120819487852618,13.97496881085851,0.06000000000000001,49
2022-09-17,1018457.9587477039,7575.634528199741,6.14404949195755,9.120956815387494,0.06000000000000001,49
2022-09-18,1018457.9587477039,7617.033054349192,6.176152370922261,11.006790736092107,0.06000000000000001,49
2022-09-19,1018457.9587477039,7721.145075359558,6.259888593167379,13.877226667355437,0.06000000000000001,49
2022-09-20,1018457.9587477039,7780.217844125521,6.310879221529168,14.399738101134059,0.06000000000000001,49
2022-09-21,1018457.9587477039,7869.085258626948,6.383348964654235,16.258563493600555,0.06000000000000001,49
2022-09-22,1018457.9587477039,7999.2611247248215,6.491240693305651,13.181655654620224,0.06000000000000001,49
2022-09-23,1018457.9587477039,8070.17573237369,6.554135595796451,12.13743748534205,0.06000000000000001,49
2022-09-24,1018457.9587477039,8106.2782636795355,6.584785369949597,8.368070862055752,0.06000000000000001,49
2022-09-25,1018457.9587477039,8179.0639411862085,6.6433602869563275,9.930035517276748,0.06000000000000001,49
2022-09-26,1018457.9587477039,8229.53374008447,6.685994902108163,15.467603439678621,0.06000000000000001,49
2022-09-27,1018457.9587477039,8393.328559696416,6.819480935720415,21.01951175505339,0.06000000000000001,49
2022-09-28,1018457.9587477039,8459.554090793255,6.88202330333605,18.4925757428034,0.06000000000000001,49
2022-09-29,1018457.9587477039,8519.202193409716,6.932081665759363,17.566100202126208,0.06000000000000001,49
2022-09-30,1018457.9587477039,8612.197682516051,7.008994768405795,17.536778643136312,0.06000000000000001,49
2022-10-01,1018457.9587477039,8670.822480585119,7.0602815403157075,10.485080241193565,0.06000000000000001,49
2022-10-02,1018457.9587477039,8716.914888875866,7.099229358795535,7.581055680413824,0.06000000000000001,49
2022-10-03,1018457.9587477039,9020.953271119874,7.347627221818434,16.410037051303622,0.06000000000000001,49
2022-10-04,1018457.9587477039,9146.700282521102,7.474244038270719,16.794087447679814,0.06000000000000001,49
2022-10-05,1018457.9587477039,9184.353995333657,7.511427601221906,19.41121559421142,0.06000000000000001,49
2022-10-06,1018457.9587477039,9358.524195000364,7.65416370485659,14.786545559039602,0.06000000000000001,49
2022-10-07,1018457.9587477039,9458.498827893984,7.746897166525274,12.571449820399257,0.06000000000000001,49
2022-10-08,1018457.9587477039,9480.902849121841,7.770104198433245,18.989806132773644,0.06000000000000001,49
2022-10-09,1018457.9587477039,9484.038036114529,7.772308401302475,28.977824276929848,0.06000000000000001,49
2022-10-10,1018457.9587477039,9496.900516985439,7.901838112370757,33.93748870757635,0.06000000000000001,49
2022-10-11,1018457.9587477039,9572.00521416725,7.808591960434781,26.28542767648907,0.06000000000000001,49
2022-10-12,1018457.9587477039,9594.700499510483,7.835782614379171,20.18986159552656,0.06000000000000001,49
2022-10-13,1018457.9587477039,9679.12583897953,7.908564260215474,24.766096864013313,0.06000000000000001,49
2022-10-14,1018457.9587477039,9857.134306345673,8.063905217528452,19.03970561239593,0.06000000000000001,49
2022-10-15,1018457.9587477039,9906.234074344959,8.119823854563244,17.559985997844922,0.06000000000000001,49
2022-10-16,1018457.9587477039,10007.130514406772,8.209662252173892,16.29259020226726,0.06000000000000001,49
2022-10-17,1018457.9587477039,10287.501633840815,8.45164209911004,25.766662792808283,0.06000000000000001,49
2022-10-18,1018457.9587477039,10429.557413899127,8.586859186879993,26.80669158955825,0.06000000000000001,49
2022-10-19,1018457.9587477039,10492.777521344675,8.653787427091354,29.80276754850694,0.06000000000000001,49
2022-10-20,1018457.9587477039,10561.32855449159,8.719440737123625,31.75335389448866,0.06000000000000001,49
2022-10-21,1018457.9587477039,10608.789852582744,8.768438055917585,31.2451789502811,0.06000000000000001,49
2022-10-22,1018457.9587477039,10625.658968035763,8.790298883624592,20.14394440011744,0.06000000000000001,49
2022-10-23,1018457.9587477039,10659.124118747062,8.790359674718314,16.752985210793998,0.06000000000000001,49
2022-03-08,1000000.0,45.67185007400959,0.009034381965884757,88.95339060805205,0.08000000000000002,7
2022-03-09,1000000.0,72.79457700201442,0.014424497781229041,77.91346922557867,0.08000000000000002,7
2022-03-10,1000000.0,121.07003821851082,0.023677148391613473,66.57365729420846,0.08000000000000002,7
2022-03-11,1000000.0,146.4965667078069,0.028708311090792762,63.226785958433545,0.08000000000000002,7
2022-03-12,1000000.0,217.09614088318943,0.04188788698079876,47.28066702894808,0.08000000000000002,7
2022-03-13,1000000.0,237.72923042024001,0.04599978201838812,73.2942654471239,0.08000000000000002,7
2022-03-14,1000000.0,300.8543169969412,0.05675235179182273,63.7506927865667,0.08000000000000002,7
2022-03-15,1000000.0,363.98207271920023,0.06884664782641788,74.17783490604171,0.08000000000000002,7
2022-03-16,1000000.0,420.44865885345683,0.07974210402090337,84.99535147444914,0.08000000000000002,7
2022-03-17,1000000.0,491.2300940331394,0.09339768038583336,151.77635158913466,0.08000000000000002,7
2022-03-18,1000000.0,629.2775730832853,0.11999090688525914,149.34423430049952,0.08000000000000002,7
2022-03-19,1000000.0,707.5833162621992,0.13546114801106984,69.56936320686907,0.08000000000000002,7
2022-03-20,1000000.0,755.166391204841,0.14501041031646922,58.63858474495157,0.08000000000000002,7
2022-03-21,1000000.0,778.1060140730635,0.14971666546292606,75.57186256526907,0.08000000000000002,7
2022-03-22,1000000.0,865.9294082830689,0.16341958803658854,97.66725878556436,0.08000000000000002,7
2022-03-23,1000000.0,914.4234423594713,0.1731293958285055,86.2891938216,0.08000000000000002,7
2022-03-24,1000000.0,1044.3741145229492,0.19815093420816535,116.1836065123776,0.08000000000000002,7
2022-03-25,1000000.0,1138.8523515879983,0.21689125831839245,106.33920103623858,0.08000000000000002,7
2022-03-26,1000000.0,1191.803424968979,0.22772315118558883,76.3698707350775,0.08000000000000002,7
2022-03-27,1000000.0,1259.1257720435415,0.241130519766842,127.84923916764794,0.08000000000000002,7
2022-03-28,1000000.0,1305.5912032065962,0.25069522281760936,192.36579372339506,0.08000000000000002,7
2022-03-29,1000000.0,1371.5357548284621,0.26385466012715547,120.06075977570441,0.08000000000000002,7
2022-03-30,1000000.0,1409.0391697065431,0.2717752430366147,133.46692152670335,0.08000000000000002,7
2022-03-31,1000000.0,1512.251106056916,0.29155539255404567,126.98980501278051,0.08000000000000002,7
2022-04-01,1000000.0,1583.5484505532015,0.30629895165583926,165.86500548653098,0.08000000000000002,7
2022-04-02,1000000.0,1596.5395626239997,0.30962791686369334,150.44235196996289,0.08000000000000002,7
2022-04-03,1000000.0,1644.7831563293457,0.3071372010243307,135.75461174236486,0.08000000000000002,7
2022-04-04,1000000.0,1671.0817554136972,0.31272474504139036,169.2966666245792,0.08000000000000002,7
2022-04-05,1000000.0,1687.0001548985915,0.3119789585783803,230.89697885853047,0.08000000000000002,7
2022-04-06,1000000.0,1716.1101924850984,0.307572977628395,139.26283042666194,0.08000000000000002,7
2022-04-07,1000000.0,1725.191910225637,0.30714884552713345,170.22094312290048,0.08000000000000002,7
2022-04-08,1000000.0,1755.1139981602337,0.29944280215900015,133.1326977221699,0.08000000000000002,7
2022-04-09,1000000.0,1766.4627717145036,0.2999389085735857,87.38087117787852,0.08000000000000002,7
2022-04-10,1000000.0,1799.9005360026108,0.29394857802739704,107.1976539168397,0.08000000000000002,7
2022-04-11,1000000.0,1887.5960597301514,0.30808064095831356,103.56549617245726,0.08000000000000002,7
2022-04-12,1000000.0,2147.1257693786583,0.3518048392032386,106.8694436154547,0.08000000000000002,7
2022-04-13,1000000.0,2225.6324569008048,0.36482732473725044,111.16159533755646,0.08000000000000002,7
2022-04-14,1000000.0,2268.387222573157,0.37318830521309543,112.89454162244532,0.08000000000000002,7
2022-04-15,1000000.0,2295.1278933213184,0.37849391456078396,91.82816746313212,0.08000000000000002,7
2022-04-16,1000000.0,2304.1487008750155,0.3770001505168616,82.65283346480342,0.08000000000000002,7
2022-04-17,1000000.0,2319.917915369334,0.3640152795428432,68.8675971836302,0.08000000000000002,7
2022-04-18,1000000.0,2486.8095707457783,0.3777340523276217,86.15579643167314,0.08000000000000002,7
2022-04-19,1000000.0,2586.831355303953,0.39449822683318375,96.45630282221558,0.08000000000000002,7
2022-04-20,1000000.0,2652.659508784246,0.40643212122446054,154.82959240000744,0.08000000000000002,7
2022-04-21,1000000.0,2674.188502192341,0.41138743570912234,135.9272153987117,0.08000000000000002,7
2022-04-22,1000000.0,2720.846508424279,0.410864847184024,126.76999967708319,0.08000000000000002,7
2022-04-23,1000000.0,2736.0178960960825,0.4145875040379852,73.76811142800936,0.08000000000000002,7
2022-04-24,1000000.0,2760.8883837294607,0.4014818772701913,73.5164147814306,0.08000000000000002,7
2022-04-25,1000000.0,2992.940082169046,0.4322875188646352,121.64743410815467,0.08000000000000002,7
2022-04-26,1000000.0,3070.986569675339,0.4433614764607754,99.69006744203185,0.08000000000000002,7
2022-04-27,1000000.0,3162.416231633219,0.45888271344043285,116.60938478713575,0.08000000000000002,7
2022-04-28,1000000.0,3190.7377579659637,0.4653523371401275,117.47082682313251,0.08000000000000002,7
2022-04-29,1000000.0,3239.975992265776,0.4725700393629835,107.84909428468285,0.08000000000000002,7
2022-04-30,1000000.0,3263.183522808329,0.4777411461047753,100.29155136055077,0.08000000000000002,7
2022-05-01,1000000.0,3368.4594961522243,0.4885740271775094,938.4017014062244,0.08000000000000002,7
2022-05-02,1000000.0,3430.333863060974,0.49973419946298187,144.0569939233672,0.08000000000000002,7
2022-05-03,1000000.0,3497.3905918563833,0.5113924309117073,124.8253250317773,0.08000000000000002,7
2022-05-04,1000000.0,3577.9891294051076,0.5251494287208909,109.27035617597174,0.08000000000000002,7
2022-05-05,1000000.0,3630.1871549075563,0.5349219600642966,132.1351418692625,0.08000000000000002,7
2022-05-06,1000000.0,3727.1433953262667,0.5510087824063244,104.00224593871188,0.08000000000000002,7
2022-05-07,1000000.0,3752.285886912277,0.5569743486177657,64.92416876818058,0.08000000000000002,7
2022-05-08,1000000.0,3790.730273924024,0.559901407920069,51.99353618040095,0.08000000000000002,7
2022-05-09,1000000.0,4140.395149479015,0.6130842896095623,103.97458898552354,0.08000000000000002,7
2022-05-10,1000000.0,4347.014321354057,0.6405425736767455,100.89489280027894,0.08000000000000002,7
2022-05-11,1000000.0,6099.73582988954,0.901054168170364,215.01576326008876,0.08000000000000002,7
2022-05-12,1000000.0,10420.818000001502,1.5300755137843607,293.2341676820873,0.08000000000000002,7
2022-05-13,1000000.0,12538.956338139444,1.6998745280043754,113.68175633713697,0.08000000000000002,7
2022-05-14,1000000.0,12617.592870573673,2.116007331861906,58.835798850945096,0.08000000000000002,7
2022-05-15,1000000.0,12678.025141391594,2.1225852057587082,41.97431637925686,0.08000000000000002,7
2022-05-16,1000000.0,12698.435271593584,2.121847457378041,40.80355425607304,0.08000000000000002,7
2022-05-17,1000000.0,12719.488369534796,2.1210079771127344,55.364809192531766,0.08000000000000002,7
2022-05-18,1000000.0,12916.440954709951,2.1495193420495156,41.221302519868125,0.08000000000000002,7
2022-05-19,1000000.0,13236.375667975477,2.203476502058961,43.06193004810378,0.08000000000000002,7
2022-05-20,1000000.0,13311.977429756227,2.2255469814023554,44.95603092429128,0.08000000000000002,7
2022-05-21,1000000.0,13330.983798522471,2.2249895225616947,36.27405698318047,0.08000000000000002,7
2022-05-22,1000000.0,13351.52580331304,2.2240085545550476,36.69958342018383,0.08000000000000002,7
2022-05-23,1000000.0,13499.380096140914,2.2441061611339945,40.8063294887612,0.08000000000000002,7
2022-05-24,1000000.0,13532.314006953695,2.248047040537687,45.663684322056135,0.08000000000000002,7
2022-05-25,1000000.0,13541.738899534632,2.245241466651576,52.367422967827224,0.08000000000000002,7
2022-05-26,1000000.0,13782.548484984769,2.2808248111816636,64.45524394219333,0.08000000000000002,7
2022-05-27,1000000.0,13854.260647012192,2.296172573134174,55.07193208048047,0.08000000000000002,7
2022-05-28,1000000.0,13890.793206703655,2.2984893256339762,29.61326697063819,0.08000000000000002,7
2022-05-29,1000000.0,13916.78778743019,2.298318715253529,30.673658951224997,0.08000000000000002,7
2022-05-30,1000000.0,14051.539274077768,2.3163342318494453,53.1139905645765,0.08000000000000002,7
2022-05-31,1000000.0,14124.009481642734,2.3261642851976547,76.87291288202715,0.08000000000000002,7
2022-06-01,1000000.0,14464.715317098644,2.378385397014581,76.42509133158413,0.08000000000000002,7
2022-06-02,1000000.0,14511.655870490436,1.9605614543584156,83.07490950826536,0.08000000000000002,7
2022-06-03,1000000.0,14559.107193343865,1.9657892336919802,80.23828905397569,0.08000000000000002,7
2022-06-04,1000000.0,14589.024874669112,1.9686865064773529,79.54601313944302,0.08000000000000002,7
2022-06-05,1000000.0,14598.33838209624,1.9684200158022302,75.06040106654885,0.08000000000000002,7
2022-06-06,1000000.0,14615.799259652502,1.9477900850541585,74.88093323039347,0.08000000000000002,7
2022-06-07,1000000.0,14836.359648145592,1.9750441411615338,78.6074559646491,0.08000000000000002,7
2022-06-08,1000000.0,15056.946118649877,2.011489795998206,94.80406714683437,0.08000000000000002,7
2022-06-09,1000000.0,15069.453130373915,2.0201585920552434,95.28397832564514,0.08000000000000002,7
2022-06-10,1000000.0,15291.502592468458,2.0476410403260834,68.83533529234795,0.08000000000000002,7
2022-06-11,1000000.0,15349.779573373557,2.062588716206831,44.39839407743037,0.08000000000000002,7
2022-06-12,1000000.0,15425.51546315077,2.071410829155202,38.889356908647166,0.08000000000000002,7
2022-06-13,1000000.0,15768.750102071277,2.116659541860381,81.1824743077219,0.08000000000000002,7
2022-06-14,1000000.0,16525.97376051945,2.2379877401990655,56.508575588124664,0.08000000000000002,7
2022-06-15,1000000.0,17008.920165290318,2.399638025904185,62.5703232282329,0.08000000000000002,7
2022-06-16,1000000.0,17235.33447792996,2.4694848999665457,33.7931124472312,0.08000000000000002,7
2022-06-17,1000000.0,17276.057202267064,2.482284436768492,34.69470062775187,0.08000000000000002,7
2022-06-18,1000000.0,17361.90017169707,2.49219796714583,38.90851703316365,0.08000000000000002,7
2022-06-19,1000000.0,17436.250798362937,2.501759670751051,25.796356143861303,0.08000000000000002,7
2022-06-20,1000000.0,17462.90032114878,2.5040884436170745,24.779403920016648,0.08000000000000002,7
2022-06-21,1000000.0,17581.900500625186,2.518469283434804,34.25354842359758,0.08000000000000002,7
2022-06-22,1000000.0,17856.150038688225,2.5580231609191775,29.172887840226608,0.08000000000000002,7
2022-06-23,1000000.0,18007.432265750333,2.5909711101314343,44.30435237770052,0.08000000000000002,7
2022-06-24,1000000.0,18081.092568903714,2.6034553136201355,40.84278766880147,0.08000000000000002,7
2022-06-25,1000000.0,18097.65056105917,2.604276144681014,33.971964191524044,0.08000000000000002,7
2022-06-26,1000000.0,18119.563231049146,2.6045492679492175,33.974530938000726,0.08000000000000002,7
2022-06-27,1000000.0,18140.50191686883,2.604778849582786,45.16028134743702,0.08000000000000002,7
2022-06-28,1000000.0,18197.279583077772,2.610148475083574,40.35987461475858,0.08000000000000002,7
2022-06-29,1000000.0,18246.977833399134,2.6152740228866596,48.74285912934784,0.08000000000000002,7
2022-06-30,1000000.0,18362.294544193006,2.6296210146249033,42.364653458559694,0.08000000000000002,7
2022-07-01,1000000.0,18434.860307439216,2.6401410554979146,26.373535456080376,0.08000000000000002,7
2022-07-02,1000000.0,18472.424137094262,2.6440065137625526,14.465389390307037,0.08000000000000002,7
2022-07-03,1000000.0,18482.42369392822,2.6430151491982756,15.924467183734954,0.08000000000000002,7
2022-07-04,1000000.0,18497.017664683135,2.637154476797012,21.6451021506398,0.08000000000000002,7
2022-07-05,1000000.0,18612.178131230026,2.6506876571874054,26.26221075959775,0.08000000000000002,7
2022-07-06,1000000.0,18728.211187108882,2.667263819262073,28.263068163605123,0.08000000000000002,7
2022-07-07,1000000.0,18936.879868411343,2.6970750864458632,35.30961790653983,0.08000000000000002,7
2022-07-08,1000000.0,19163.598940772557,2.735121977626914,25.71933922167783,0.08000000000000002,7
2022-07-09,1000000.0,19199.373768686128,2.7473543350573673,25.135947600527356,0.08000000000000002,7
2022-07-10,1000000.0,19248.517609333936,2.7518031489441013,17.20853294512878,0.08000000000000002,7
2022-07-11,1000000.0,19283.821063261697,2.754576291928813,24.797602166953286,0.08000000000000002,7
2022-07-12,1000000.0,19379.86816039376,2.765724456568222,20.166509423529682,0.08000000000000002,7
2022-07-13,1000000.0,19597.369963113502,2.795995757690552,26.810903753630498,0.08000000000000002,7
2022-07-14,1000000.0,19810.999687230033,2.8329658472456205,30.680823759336004,0.08000000000000002,7
2022-07-15,1000000.0,20063.6044695379,2.8752874590422564,29.965669494079375,0.08000000000000002,7
2022-07-16,1000000.0,20116.717111046422,2.8923556119054474,24.720255294372535,0.08000000000000002,7
2022-07-17,1000000.0,20160.231938714933,2.8963661600672252,23.33848948488526,0.08000000000000002,7
2022-07-18,1000000.0,20310.168220866282,2.9154302175408384,38.88575358856753,0.08000000000000002,7
2022-07-19,1000000.0,20415.146127956985,2.9323144224534072,38.419795299599166,0.08000000000000002,7
2022-07-20,1000000.0,20530.174349027533,2.9483844370573813,36.349807430153604,0.08000000000000002,7
2022-07-21,1000000.0,20719.81026616427,2.9756212907572994,26.989167486717452,0.08000000000000002,7
2022-07-22,1000000.0,20809.238989685273,2.992866061246173,20.527152147136942,0.08000000000000002,7
2022-07-23,1000000.0,20885.084307592668,3.0026871747875172,17.12068800461122,0.08000000000000002,7
2022-07-24,1000000.0,20953.146410326306,3.01090794272737,15.31012365876175,0.08000000000000002,7
2022-07-25,1000000.0,21059.160478687387,3.0243331577116006,23.958047890201698,0.08000000000000002,7
2022-07-26,1000000.0,21169.746195726384,3.039833193952975,28.04265284966611,0.08000000000000002,7
2022-07-27,1000000.0,21532.788381537088,3.091789807930809,26.993568284222583,0.08000000000000002,7
2022-07-28,1000000.0,21654.372332253635,3.1313228244403843,32.60019698622674,0.08000000000000002,7
2022-07-29,1000000.0,21814.729141958313,3.1547875761352957,23.398631737976043,0.08000000000000002,7
2022-07-30,1000000.0,21865.480890591985,3.164568519036226,14.5843429914518,0.08000000000000002,7
2022-07-31,1000000.0,21911.74731104397,3.168896307075425,13.559631022751548,0.08000000000000002,7
2022-08-01,1000000.0,21978.35732739491,3.176062334024022,26.910397679350528,0.08000000000000002,7
2022-08-02,1000000.0,22093.89000066096,3.190857643116119,19.918627939439574,0.08000000000000002,7
2022-08-03,1000000.0,22169.710251578148,3.2018337928625655,17.812558464990463,0.08000000000000002,7
2022-08-04,1000000.0,22229.36582788039,3.20886748178856,19.250142008948227,0.08000000000000002,7
2022-08-05,1000000.0,22309.538962474555,3.2183623173994556,20.832136783663366,0.08000000000000002,7
2022-08-06,1000000.0,22352.308449064603,3.2231264371538897,13.951059585182719,0.08000000000000002,7
2022-08-07,1000000.0,22366.350715780867,3.2226687793601365,14.827987392058827,0.08000000000000002,7
2022-08-08,1000000.0,22439.043734219253,3.230149495509082,25.984379915576774,0.08000000000000002,7
2022-08-09,1000000.0,22494.104075305273,3.2364578686056746,26.741181080126996,0.08000000000000002,7
2022-08-10,1000000.0,22613.954846586214,3.2515604411277406,42.54548560734973,0.08000000000000002,7
2022-08-11,1000000.0,22651.781113840105,3.2573329695263005,35.48551061131959,0.08000000000000002,7
2022-08-12,1000000.0,22706.142077213655,3.262614373717313,28.43673809654353,0.08000000000000002,7
2022-08-13,1000000.0,22770.039779222257,3.269672993320182,18.658077652745998,0.08000000000000002,7
2022-08-14,1000000.0,22809.469663536987,3.2735001822130245,19.430985615034086,0.08000000000000002,7
2022-08-15,1000000.0,22888.205351316316,3.2823378848157745,33.88592778755554,0.08000000000000002,7
2022-08-16,1000000.0,22929.42185472821,3.286924799850672,20.3859370602857,0.08000000000000002,7
2022-08-17,1000000.0,22986.54129307433,3.2927187591733142,20.33911711775405,0.08000000000000002,7
2022-08-18,1000000.0,23034.67874212123,3.2976375903468704,20.07423973094449,0.08000000000000002,7
2022-08-19,1000000.0,23143.748861229808,3.3110461892026475,24.070811743839226,0.08000000000000002,7
2022-08-20,1000000.0,23233.2936597262,3.323805555012484,15.789645793509786,0.08000000000000002,7
2022-08-21,1000000.0,23282.165776613238,3.3299341168579613,12.209380820521627,0.08000000000000002,7
